chrom,V1
contig_57784,1
contig_26137,3
contig_14260,2
contig_48635,5
contig_13290,6
contig_1089,4
contig_6735,3
contig_25702,2
contig_32566,1
contig_29568,6
contig_29768,2
contig_18083,4
contig_7505,13
contig_17264,21
contig_12094,13
contig_7302,3
contig_1570,3
contig_36993,3
contig_27303,4
contig_33876,17
contig_3998,6
contig_29639,6
contig_31147,1
contig_19340,1
contig_6953,9
contig_24711,6
contig_30914,4
contig_21382,9
contig_26726,7
contig_21634,6
contig_22044,2
contig_398,2
contig_22348,6
contig_46977,1
contig_8967,19
contig_45286,7
contig_10331,7
contig_23298,4
contig_22388,1
contig_59008,2
contig_4434,3
contig_2537,2
contig_2527,8
contig_18617,17
contig_53383,2
contig_25678,3
contig_43963,6
contig_37123,3
contig_24184,1
contig_10892,6
contig_10056,4
contig_25865,11
contig_662,10
contig_7227,3
contig_28259,7
contig_12286,7
contig_32885,6
contig_25469,4
contig_4130,9
contig_17729,1
contig_3778,1
contig_24471,17
contig_34555,6
contig_22916,3
contig_23251,4
contig_22241,8
contig_57758,10
contig_16575,6
contig_28389,25
contig_49366,3
contig_40526,7
contig_43405,1
contig_34327,5
contig_41094,1
contig_26688,6
contig_46713,4
contig_20996,16
contig_16865,2
contig_35105,1
contig_22877,2
contig_23373,4
contig_34075,4
contig_24058,2
contig_38913,1
contig_1672,1
contig_21361,2
contig_4391,12
contig_61319,1
contig_45270,16
contig_33481,2
contig_35644,2
contig_24993,2
contig_36233,6
contig_25436,11
contig_22409,1
contig_557,6
contig_6059,1
contig_37419,2
contig_31801,10
contig_3999,3
contig_3513,3
contig_3406,9
contig_19460,18
contig_21531,2
contig_7484,2
contig_33233,4
contig_2212,4
contig_6702,11
contig_28317,1
contig_53712,2
contig_40512,5
contig_34700,9
contig_6549,1
contig_3129,20
contig_2292,6
contig_27276,18
contig_12394,4
contig_9704,4
contig_637,6
contig_3296,2
contig_2867,5
contig_40346,1
contig_34109,1
contig_7499,1
contig_17133,30
contig_1633,3
contig_7337,6
contig_21436,2
contig_12196,4
contig_17851,2
contig_18558,17
contig_31947,1
contig_2221,10
contig_18967,6
contig_71952,1
contig_37443,5
contig_29333,5
contig_16546,1
contig_3434,3
contig_13165,15
contig_13287,10
contig_12944,1
contig_76868,3
contig_5614,6
contig_5443,3
contig_10772,4
contig_25189,14
contig_2430,6
contig_9060,15
contig_10272,8
contig_41838,4
contig_9472,9
contig_6618,8
contig_1044,6
contig_772,1
contig_31963,1
contig_1773,3
contig_12880,17
contig_48264,10
contig_3699,8
contig_52430,4
contig_32668,2
contig_1904,3
contig_1571,8
contig_5270,7
contig_37383,10
contig_18359,7
contig_3252,8
contig_22345,2
contig_42260,8
contig_23335,7
contig_5981,2
contig_15825,12
contig_26504,1
contig_27783,3
contig_325,3
contig_32175,8
scaffold_6515,1
contig_4014,1
contig_835,3
contig_21184,1
contig_6783,8
contig_18381,1
contig_29270,3
contig_11149,2
contig_30119,11
contig_36750,3
contig_9390,3
contig_42980,3
contig_3373,4
contig_35053,4
contig_2461,5
contig_42021,8
contig_5677,9
contig_39360,13
contig_4497,2
contig_793,2
contig_23771,2
contig_23722,9
contig_26331,2
contig_30334,3
contig_12035,7
contig_2101,2
contig_19432,8
contig_23617,16
contig_32022,2
contig_71503,1
contig_21942,1
contig_19836,3
contig_4595,3
contig_31134,1
contig_54681,7
contig_36154,7
contig_50662,3
contig_41821,12
contig_23962,6
contig_25231,5
contig_51757,1
contig_27079,9
contig_10248,3
contig_854,8
contig_22472,2
contig_16523,2
contig_33989,2
contig_34053,17
contig_16511,3
contig_25956,3
contig_28413,4
contig_24564,14
contig_7951,8
contig_3694,1
contig_30173,5
contig_16025,3
contig_1742,6
contig_8128,2
contig_6779,8
contig_54510,21
contig_56408,3
contig_36349,5
contig_4302,2
contig_7362,1
contig_27885,17
contig_70817,14
contig_21327,4
contig_14661,31
contig_52679,3
contig_7997,9
contig_28218,6
contig_6094,2
contig_20670,2
contig_1993,1
contig_39935,7
contig_55385,8
contig_9927,7
contig_66767,3
contig_26011,4
contig_51315,7
contig_9272,7
contig_7735,2
contig_9831,1
contig_27688,4
contig_23623,7
contig_43358,1
contig_14592,4
contig_4113,4
contig_692,8
contig_35252,1
contig_28699,8
contig_9241,2
contig_40455,3
contig_2165,18
contig_10,2
contig_2254,5
contig_44814,3
contig_17572,7
contig_16848,1
contig_42835,2
contig_67799,4
contig_46288,3
contig_10258,2
contig_54247,2
contig_20593,8
contig_9953,1
contig_52375,4
contig_25942,4
contig_5794,6
contig_331,1
contig_35404,1
contig_1384,7
contig_30031,3
contig_5150,5
contig_24638,5
contig_42600,5
contig_32394,7
contig_62432,16
contig_5843,7
contig_46729,1
contig_22777,1
contig_36884,4
contig_21253,6
contig_17304,9
contig_34703,3
contig_10510,3
contig_37337,5
contig_7478,17
contig_33829,4
contig_12711,2
contig_49470,4
contig_4738,2
contig_24581,8
contig_7209,6
contig_29294,2
contig_7053,4
contig_47071,1
contig_3137,2
contig_41259,5
contig_60171,15
contig_12652,4
contig_25839,4
contig_20268,20
contig_34452,1
contig_36758,2
contig_3547,2
contig_30004,4
contig_5108,1
contig_20043,8
contig_23441,12
contig_8361,3
contig_44682,14
contig_19984,3
contig_1845,5
contig_68933,3
contig_14890,3
contig_23811,7
contig_53119,2
contig_35133,6
contig_6277,7
contig_19450,6
contig_2028,2
contig_39559,5
contig_37358,4
contig_31378,2
contig_16099,4
contig_26751,4
contig_44611,5
contig_10274,14
contig_76281,4
contig_6946,8
contig_5048,13
contig_24646,2
contig_16295,8
contig_45119,9
contig_1683,1
contig_8373,4
contig_2713,12
contig_52823,20
contig_30246,11
contig_11840,11
contig_13308,4
contig_14562,8
contig_30429,8
contig_43200,23
contig_38558,2
contig_40419,1
contig_2196,8
contig_2686,7
contig_17488,4
scaffold_2366,10
contig_24115,4
scaffold_61714,8
contig_6345,2
contig_40477,4
contig_26732,3
contig_22615,10
contig_27235,2
contig_4374,9
contig_24991,4
contig_1562,2
contig_20946,12
contig_321,11
contig_28381,3
contig_55088,14
contig_12389,4
contig_25287,11
contig_28207,2
contig_29379,2
contig_61246,10
contig_3643,1
contig_13570,3
contig_33797,2
contig_38457,6
contig_12018,1
contig_26829,5
contig_11331,5
contig_32160,34
contig_3343,4
contig_11812,2
contig_44385,9
contig_4203,2
contig_47814,6
contig_24276,11
contig_11426,5
contig_41251,4
contig_20229,2
contig_3014,12
contig_2727,7
contig_3462,2
contig_23197,1
contig_53841,3
contig_38593,9
contig_23905,6
contig_68178,7
contig_653,2
contig_5376,6
contig_50525,10
contig_56081,22
contig_23087,1
contig_51519,3
contig_24080,1
contig_45819,1
contig_7541,5
contig_53358,3
contig_25204,3
contig_10888,17
contig_6422,7
contig_23571,10
contig_25450,3
contig_15223,1
contig_19695,3
contig_29226,3
contig_56092,8
contig_39893,7
contig_28811,9
contig_46447,26
contig_32669,2
contig_52450,1
contig_22436,3
contig_20237,1
contig_36494,7
contig_4513,2
contig_22575,9
contig_39180,9
contig_52818,3
contig_2341,2
contig_5714,10
contig_7895,13
contig_3977,11
contig_33111,7
contig_41866,3
contig_39279,1
contig_43829,7
contig_30566,4
contig_28258,1
contig_33380,2
contig_7279,6
contig_12557,1
contig_14794,11
contig_312,4
contig_765,2
contig_48520,6
contig_59678,11
contig_3561,7
contig_6314,2
contig_14354,7
contig_25181,3
contig_8248,3
contig_66963,10
contig_72063,5
contig_35006,3
contig_19402,17
contig_24749,7
contig_5043,10
contig_2956,6
contig_695,10
contig_31207,2
contig_28312,2
contig_9517,8
contig_30549,14
contig_43584,12
contig_4610,5
contig_34381,2
contig_3356,7
contig_16586,6
contig_14268,20
contig_2049,1
contig_15711,13
contig_7614,1
contig_6379,1
contig_10371,8
contig_22220,3
contig_3409,12
contig_28552,4
contig_24231,1
contig_5257,2
contig_23570,12
contig_45310,1
contig_35685,13
contig_44805,17
contig_18854,1
contig_27277,3
contig_29499,7
contig_24753,2
contig_67765,12
contig_10720,5
contig_2302,4
contig_44196,9
contig_23646,1
contig_26233,1
contig_51004,6
contig_21906,8
contig_37870,6
contig_27356,1
contig_21996,4
contig_16004,11
contig_25382,9
contig_3389,5
scaffold_22197,10
contig_28836,8
contig_34422,5
contig_1879,2
contig_6111,11
contig_40114,9
contig_26261,8
contig_14323,10
contig_21721,3
contig_18528,9
contig_18709,2
contig_25171,2
contig_12924,7
contig_2129,1
contig_46582,1
contig_6107,18
contig_7659,3
contig_30816,7
contig_2955,5
scaffold_20587,3
contig_38387,3
contig_999,11
contig_29910,1
contig_31228,7
contig_41311,1
contig_2189,3
contig_38614,1
contig_4103,6
contig_24653,5
contig_50441,7
contig_40456,11
contig_32513,1
contig_21226,8
contig_9889,8
contig_22773,1
contig_21685,11
contig_4490,7
contig_8166,4
contig_35316,12
contig_17397,3
contig_33153,2
contig_30561,4
contig_260,5
contig_23303,6
contig_21612,7
contig_17809,7
contig_58747,19
contig_23262,11
contig_29939,2
contig_17060,17
contig_46313,2
contig_5541,1
contig_25510,7
contig_35569,11
contig_34015,2
contig_45050,6
contig_15382,5
contig_10723,4
contig_44522,6
contig_30128,1
contig_21366,4
contig_27665,17
contig_10503,3
contig_60374,5
contig_24965,8
contig_23272,1
contig_26667,7
contig_16164,2
contig_14018,4
contig_17705,1
contig_80625,7
contig_34694,5
contig_7568,3
contig_24087,1
contig_27243,4
contig_4024,3
contig_21204,2
contig_16862,2
contig_44070,6
contig_33395,8
contig_1072,2
contig_12220,1
contig_16104,8
contig_25152,2
contig_31069,6
contig_16044,4
contig_6122,5
contig_13415,3
contig_34435,5
contig_70444,5
contig_36845,2
contig_5646,6
contig_24333,9
contig_11049,1
contig_7976,4
contig_48669,2
contig_41690,1
contig_11727,1
contig_53521,3
contig_25453,6
contig_52634,6
contig_44023,13
contig_30607,4
contig_26267,11
contig_27459,4
contig_3769,3
contig_33519,2
contig_1550,5
contig_39779,8
contig_56923,3
contig_15951,4
contig_41454,9
contig_27047,4
contig_56540,16
contig_54966,8
contig_6519,5
contig_3851,8
contig_9507,14
contig_30045,1
contig_30925,5
contig_6721,2
contig_21931,5
contig_43635,3
contig_34984,1
contig_31865,2
contig_39844,8
contig_39960,7
contig_13919,1
contig_5053,3
contig_2945,5
contig_12224,1
contig_38479,8
contig_29350,10
contig_15254,6
contig_54690,14
contig_64824,8
contig_34902,2
contig_20828,1
contig_44042,1
contig_21400,2
contig_25791,3
contig_26402,3
contig_76511,4
contig_215,1
contig_23716,9
contig_32028,4
contig_5164,4
contig_2519,2
contig_30946,4
contig_41677,22
contig_12091,3
contig_31484,1
contig_36649,6
contig_58269,2
contig_24909,3
contig_58524,9
contig_38562,3
contig_7564,3
contig_33108,9
contig_25502,3
contig_5673,8
contig_60075,6
contig_2820,1
contig_27880,5
contig_3141,1
contig_34464,4
contig_50485,3
contig_27438,4
contig_23440,4
contig_27291,1
contig_46597,1
contig_27424,2
contig_19529,2
contig_30434,4
scaffold_758,2
contig_60486,3
contig_1712,8
contig_52385,9
contig_26628,9
contig_19671,7
contig_7159,4
contig_2965,1
contig_27541,2
contig_43225,8
contig_38829,9
contig_27160,6
contig_37786,4
contig_2660,3
contig_29914,5
contig_2906,3
contig_47824,3
contig_52067,3
contig_42584,1
contig_20603,6
contig_39626,5
contig_70323,4
contig_24870,5
contig_21152,8
contig_56944,5
contig_26750,6
contig_67127,2
contig_21862,5
contig_11704,3
contig_2975,8
contig_53607,4
contig_38627,3
contig_7891,1
contig_17085,6
contig_36908,1
contig_8713,7
contig_50699,9
contig_2789,1
contig_671,7
contig_4734,7
contig_33627,9
contig_24686,13
contig_45494,2
contig_2617,4
contig_35730,2
contig_9937,3
contig_43533,11
contig_36873,2
contig_60198,5
contig_11167,1
contig_36069,11
contig_9613,2
contig_30857,3
contig_6553,3
contig_1699,3
contig_34052,1
contig_9253,2
contig_26129,8
contig_13142,4
contig_52767,4
contig_20428,7
contig_15257,4
contig_40692,10
contig_28949,9
contig_61026,7
contig_7953,4
contig_24974,2
contig_37818,1
contig_41466,5
contig_2046,1
contig_33241,8
contig_45012,13
contig_7664,11
contig_28675,2
contig_24899,8
contig_38923,14
contig_6892,1
contig_31339,11
contig_43668,19
contig_24512,1
contig_63639,4
contig_44903,4
contig_74911,1
contig_5387,3
contig_20020,3
contig_22370,3
contig_47023,6
contig_7987,3
contig_75636,3
contig_16742,1
contig_39296,4
contig_5948,1
contig_8739,9
contig_17594,3
contig_29364,2
contig_45894,6
contig_46982,3
contig_34945,2
contig_50604,4
contig_23156,2
contig_52210,10
contig_26870,2
contig_12965,3
contig_6378,16
contig_30286,2
contig_11151,6
contig_1039,2
contig_33403,7
contig_37054,8
contig_26395,7
contig_5089,5
contig_48759,1
contig_346,2
contig_8203,9
contig_20827,5
contig_22411,4
contig_10380,3
contig_22917,9
contig_43881,1
contig_8414,10
contig_26488,3
contig_25984,2
contig_12881,2
contig_43648,4
contig_46335,2
contig_21650,1
contig_31225,13
contig_28399,1
contig_46624,1
contig_59787,2
contig_12650,4
contig_25419,10
contig_27038,3
contig_40663,3
contig_24914,4
contig_2333,3
contig_29367,2
contig_59302,13
contig_882,15
contig_82184,5
contig_24022,6
contig_3260,4
contig_28641,1
contig_30732,11
contig_44943,3
contig_34501,4
contig_11999,1
contig_5638,1
contig_33579,6
contig_30449,4
contig_5977,1
contig_14346,7
contig_23800,12
contig_15463,6
contig_12016,1
contig_17860,11
contig_22772,2
contig_8939,2
contig_10008,1
contig_17337,1
contig_1197,7
contig_17187,2
contig_40943,3
contig_32522,1
contig_39627,11
contig_5291,1
contig_8997,7
contig_1912,1
contig_17263,3
contig_9574,5
contig_23293,1
contig_737,7
contig_41592,2
contig_26602,6
contig_25719,5
contig_6912,5
contig_2887,8
contig_35490,2
contig_27595,9
contig_56070,9
contig_30307,1
contig_11611,1
contig_45181,1
contig_25963,2
contig_27604,7
contig_37198,5
contig_32283,5
contig_51380,1
contig_41868,5
contig_61423,11
contig_20441,1
contig_27709,16
contig_29571,4
contig_33157,1
contig_19731,1
contig_612,1
contig_58338,3
contig_33474,1
contig_6259,2
contig_2492,1
contig_1279,1
contig_71645,4
contig_64782,20
contig_880,11
contig_66488,5
contig_33935,3
contig_9720,8
contig_19398,2
contig_34375,2
contig_59042,3
contig_28851,3
contig_37135,8
contig_41582,11
contig_15489,4
contig_23089,2
contig_31598,4
contig_30571,5
contig_55984,8
contig_26094,1
contig_450,8
contig_20546,3
contig_22240,2
contig_10614,5
contig_20046,1
contig_53502,5
contig_31901,2
contig_15022,1
contig_28703,5
contig_26323,6
contig_61652,14
contig_46825,2
contig_32452,15
contig_53185,3
contig_5272,5
contig_5354,1
contig_28799,14
contig_6443,12
contig_50163,1
contig_62977,5
contig_31909,2
contig_17395,4
contig_6115,6
contig_12438,5
contig_30536,10
contig_4712,1
contig_10048,1
contig_35280,1
contig_1665,1
contig_22315,18
contig_32905,4
contig_14619,9
contig_29902,22
contig_73405,9
contig_18435,2
contig_8882,2
contig_24037,3
contig_3919,1
contig_29254,5
contig_27030,2
contig_7161,1
contig_23256,3
contig_3975,1
contig_16180,10
contig_30092,2
contig_2942,1
contig_23140,1
contig_68860,1
contig_65338,6
contig_28840,2
contig_352,5
contig_27468,4
contig_66357,9
contig_23632,5
contig_35368,3
contig_41644,3
contig_3148,3
contig_23508,3
contig_7057,7
contig_40998,1
contig_11615,2
contig_6034,4
contig_7609,1
contig_58188,2
contig_30513,1
contig_5456,5
contig_4979,7
contig_31897,2
contig_3881,1
contig_11911,2
contig_25854,1
contig_3503,3
contig_44952,2
contig_24527,2
contig_8328,17
contig_37069,6
contig_20958,2
contig_1281,4
contig_22412,4
contig_18761,5
contig_41700,1
contig_2190,22
contig_35616,2
contig_55854,8
contig_22754,5
contig_32830,1
contig_17772,2
contig_15005,1
contig_52746,7
contig_24308,2
contig_2097,2
contig_28660,13
contig_47969,11
contig_691,7
contig_66672,9
contig_21852,4
contig_5399,8
contig_11707,3
contig_23127,11
contig_32576,7
contig_26651,1
contig_24621,25
contig_49223,6
contig_13222,7
contig_15579,8
contig_32158,1
contig_10513,13
contig_3051,6
contig_4811,2
contig_37839,6
contig_12666,1
contig_52903,5
contig_25076,9
contig_37733,1
contig_17502,5
contig_50840,1
contig_43199,2
contig_5719,7
contig_40405,2
contig_5265,2
contig_32251,2
contig_71451,3
contig_22018,10
contig_52306,5
contig_43847,2
contig_62852,6
contig_599,7
contig_21606,4
contig_10735,2
contig_29846,2
contig_5438,1
contig_70470,8
contig_34699,5
contig_19821,5
contig_8652,11
contig_40395,1
contig_36312,1
contig_34799,2
contig_26100,3
contig_10316,1
contig_39253,8
contig_40841,10
contig_23055,8
contig_41382,7
contig_6855,1
contig_47701,3
contig_35903,1
contig_32248,4
contig_2085,11
contig_68599,1
contig_56189,14
contig_30392,13
contig_4747,4
contig_31999,9
contig_19322,6
contig_40457,2
contig_46370,14
contig_24480,9
contig_29896,9
contig_19043,4
contig_30177,3
contig_25256,10
contig_20460,14
contig_22569,2
contig_28639,5
contig_38841,7
contig_29094,2
contig_30586,20
contig_4643,5
contig_52857,4
contig_956,1
contig_10825,2
contig_1952,1
contig_38216,5
contig_50360,2
contig_4475,3
contig_20692,10
contig_32851,8
contig_4863,2
contig_14331,6
contig_77341,2
contig_29068,2
contig_21701,6
contig_30685,1
contig_20444,1
contig_24410,6
contig_5612,2
contig_17249,7
contig_8003,3
contig_1177,15
contig_6757,8
contig_51042,17
contig_32862,1
contig_3642,1
contig_875,6
contig_904,4
contig_22543,4
contig_244,10
contig_8067,4
contig_54637,2
contig_41941,4
contig_14204,2
contig_23649,5
contig_36115,4
contig_56718,2
contig_13184,2
contig_63621,1
contig_1396,1
contig_24395,1
contig_53039,8
contig_12974,5
contig_5933,2
contig_1819,9
contig_21584,8
contig_39650,3
contig_32575,2
contig_6972,2
contig_46476,9
contig_22227,4
contig_26405,19
contig_8324,16
contig_21296,2
contig_18248,11
contig_43080,1
contig_22913,8
contig_23032,5
contig_7638,4
contig_41265,2
contig_3755,5
contig_3270,1
contig_17436,1
contig_10173,8
contig_5077,7
contig_9388,9
contig_30197,1
contig_49494,7
contig_51357,3
contig_29966,8
contig_8716,1
contig_22244,4
contig_34431,2
contig_42390,3
contig_26756,11
contig_12263,5
contig_37671,1
contig_3720,1
contig_21434,7
contig_59202,2
contig_31991,11
contig_2623,1
contig_13328,7
contig_3653,3
contig_14762,5
contig_36877,1
contig_20656,3
contig_33763,1
contig_37086,13
contig_42563,11
contig_29430,4
contig_40098,1
contig_45904,3
contig_1075,13
contig_34060,4
contig_2761,2
contig_240,5
contig_928,9
contig_37077,1
contig_228,25
contig_9371,3
contig_21822,6
contig_15433,4
contig_1482,2
contig_9204,1
contig_2661,3
contig_19628,6
contig_25081,5
contig_37299,1
contig_27129,3
contig_6060,3
contig_50918,3
contig_50304,3
contig_30729,4
contig_10758,2
contig_25239,5
contig_30609,2
contig_24728,5
contig_37035,2
contig_74822,17
contig_12513,2
contig_65843,6
contig_9261,3
contig_20003,5
contig_53881,2
contig_23067,5
contig_3153,6
contig_14777,2
contig_9385,3
contig_34805,8
contig_18228,12
contig_28287,6
contig_4899,3
contig_11475,12
contig_39551,2
contig_48194,4
contig_11865,3
contig_1848,9
contig_62890,1
contig_6177,5
contig_9079,1
contig_41249,5
contig_18035,3
contig_4080,13
contig_4340,21
contig_48082,1
contig_50997,8
contig_23845,1
contig_5900,1
contig_23132,1
contig_59783,3
contig_12527,2
contig_44455,2
contig_3754,3
contig_41280,2
contig_77400,5
contig_17759,9
contig_5024,6
contig_23839,1
contig_31437,1
contig_52988,7
contig_34047,3
contig_48865,10
contig_22500,2
contig_31876,2
contig_41064,2
contig_60699,5
contig_5396,8
contig_30743,11
scaffold_36762,5
contig_17647,2
contig_38421,2
contig_59401,2
contig_42669,5
contig_38122,4
contig_36298,1
contig_718,7
contig_20011,1
contig_3783,10
contig_39299,1
contig_33458,2
contig_38120,5
contig_50381,6
contig_39265,2
contig_6540,1
contig_57334,1
contig_38661,3
contig_39508,3
contig_39072,10
contig_2758,2
contig_26988,7
contig_25652,2
contig_64250,5
contig_4980,2
contig_31255,3
contig_22234,8
contig_31068,1
contig_27856,5
contig_21892,5
contig_66302,2
contig_78398,2
contig_39582,6
contig_18604,4
contig_40190,7
contig_22514,8
scaffold_18479,3
contig_6044,2
contig_5467,16
contig_22776,5
contig_38903,2
contig_25084,5
contig_27371,6
contig_33424,7
contig_30673,7
contig_40855,5
contig_29770,3
contig_38183,2
contig_35256,4
contig_26031,4
contig_8230,2
contig_19506,2
contig_26958,8
contig_665,2
contig_36175,3
contig_2811,7
contig_21055,1
contig_2247,2
contig_2621,3
contig_34487,7
contig_30230,4
contig_25496,8
contig_28346,1
contig_23347,8
contig_50580,4
contig_55178,1
contig_52556,1
contig_7445,3
contig_10321,2
contig_24988,5
contig_22407,12
contig_56810,2
contig_7941,3
contig_43869,11
contig_33896,3
contig_22810,3
contig_6936,5
contig_43864,1
contig_15742,1
contig_22759,2
contig_47598,4
contig_39040,7
contig_22095,5
contig_38895,1
contig_26469,4
contig_39227,3
contig_15576,8
contig_31057,4
contig_25564,3
contig_53741,5
contig_10637,16
contig_44587,4
contig_6248,4
contig_23176,6
contig_51795,12
contig_29299,12
contig_28466,11
contig_1505,8
contig_38087,2
contig_51371,10
contig_35530,1
contig_41829,4
contig_3289,9
contig_12250,5
contig_64627,1
contig_30156,8
contig_23477,5
contig_47075,4
contig_39856,1
contig_8669,2
contig_33739,20
contig_40169,7
contig_60669,3
contig_28594,8
contig_46838,8
contig_41401,2
contig_4985,1
contig_5236,4
contig_36657,2
contig_23159,9
contig_39068,1
contig_39623,1
contig_16501,3
contig_2694,2
contig_24535,1
contig_5788,1
contig_24997,3
contig_11692,1
contig_2540,2
contig_2464,1
contig_22871,8
contig_4865,6
contig_35145,1
contig_65245,9
contig_17544,3
contig_3659,2
contig_10879,2
contig_37805,3
contig_57752,7
contig_26242,1
contig_56073,4
contig_26170,4
contig_38966,2
contig_35375,9
contig_27531,2
contig_8602,1
contig_17457,1
contig_37725,4
scaffold_18046,8
contig_33552,3
contig_46967,1
contig_23292,4
contig_28867,1
contig_20096,10
contig_44969,1
contig_16168,1
contig_33293,8
contig_64406,2
contig_38398,2
contig_3066,1
contig_1215,8
contig_41898,9
contig_48411,5
contig_64359,2
contig_37093,2
contig_22794,2
contig_20929,2
contig_30495,8
contig_24590,3
contig_36607,6
contig_32916,2
contig_2253,6
contig_33518,5
contig_30244,4
contig_57544,4
contig_22750,1
contig_26078,6
contig_27650,10
contig_41750,1
contig_39909,3
contig_32455,2
contig_12997,2
contig_41359,6
contig_74882,6
contig_32529,4
contig_20098,12
contig_45961,18
contig_42146,19
contig_19668,4
contig_7043,2
contig_6790,2
contig_68219,6
contig_31896,8
contig_35807,3
contig_34882,4
contig_28988,4
contig_15044,1
contig_65142,5
contig_22456,8
contig_25265,11
contig_998,2
contig_51598,9
contig_5582,1
contig_16179,1
contig_45461,6
contig_32523,11
contig_21557,4
contig_65620,4
contig_20935,7
contig_23451,2
contig_6043,8
contig_19215,1
contig_26484,4
contig_25319,6
contig_25570,1
contig_50909,6
contig_54275,9
contig_23802,1
contig_63140,6
contig_25044,15
contig_22507,7
contig_11844,1
contig_45348,5
contig_28053,9
contig_47617,12
contig_74795,6
contig_44783,1
contig_33210,9
contig_1523,3
contig_27098,5
contig_16160,1
contig_3339,2
contig_25266,2
contig_18391,7
contig_29667,1
contig_2769,1
contig_5919,1
contig_50526,1
contig_45991,3
contig_38304,21
contig_30508,1
contig_23314,1
contig_16557,12
contig_27347,1
contig_19153,10
contig_54536,1
contig_29438,7
contig_24798,3
contig_20729,5
contig_2156,4
contig_58303,4
contig_27205,1
contig_31388,14
contig_34335,1
contig_382,10
contig_3597,14
contig_21001,5
contig_4694,2
contig_30843,3
contig_9347,7
contig_13914,2
contig_41610,13
contig_41032,2
contig_25669,4
contig_9913,1
contig_30480,7
contig_13428,4
contig_43945,4
contig_807,4
contig_12925,3
contig_28122,1
contig_3734,5
contig_26291,6
contig_21148,5
contig_9792,1
contig_31537,1
contig_32920,2
contig_12085,1
contig_44995,11
contig_44241,9
contig_59920,4
contig_29074,6
contig_12231,3
contig_31779,3
contig_34280,5
contig_74302,1
contig_48861,3
contig_60566,1
contig_8694,3
contig_6628,6
contig_1271,3
contig_32745,2
contig_45078,3
contig_5663,3
contig_26994,1
contig_18660,2
contig_15555,10
contig_21023,2
contig_60551,14
contig_48991,3
contig_44253,16
contig_5188,4
contig_311,5
contig_29691,2
contig_34886,1
contig_17598,6
contig_24230,3
contig_38999,1
contig_22185,4
contig_21508,4
contig_31209,5
contig_26030,2
contig_39278,8
contig_3071,8
contig_35813,2
contig_55099,4
contig_72764,3
contig_19282,8
contig_43529,4
contig_45788,1
contig_3093,3
contig_23921,8
contig_51148,9
contig_52340,1
contig_2154,2
contig_29534,9
contig_646,8
contig_13123,6
contig_4582,4
contig_24694,3
contig_24750,4
contig_17164,10
contig_4175,2
contig_25185,7
contig_1901,1
contig_58919,1
contig_36712,2
contig_4627,2
contig_8358,2
contig_22454,1
contig_43642,6
contig_70848,6
contig_38996,18
contig_3893,1
contig_24511,7
contig_45617,6
contig_73959,1
contig_23316,1
contig_34138,1
contig_30822,3
contig_37902,1
contig_30509,3
contig_4622,8
contig_47520,1
contig_32464,2
contig_8641,5
contig_47065,2
contig_51442,6
contig_19898,11
contig_6769,15
contig_25574,7
contig_13377,1
contig_37401,5
contig_64628,1
contig_52715,4
contig_9299,4
contig_5852,7
contig_4875,3
contig_3863,17
contig_12941,1
contig_24442,2
contig_44490,1
contig_21186,11
contig_3022,4
contig_42889,3
contig_37045,2
contig_10939,3
contig_537,8
contig_11390,2
contig_34373,9
contig_15293,4
contig_36747,7
contig_2856,4
contig_6700,5
contig_71740,4
contig_45148,1
contig_50362,2
contig_36894,3
contig_18166,12
contig_31214,1
contig_53309,1
contig_57234,2
scaffold_60703,2
contig_2262,13
contig_7649,9
contig_28362,1
contig_48260,4
contig_42888,4
contig_34344,7
contig_52743,6
contig_17035,4
contig_16493,1
contig_31480,1
contig_2679,1
contig_5734,2
contig_33793,3
contig_49886,1
contig_31776,1
contig_12221,4
contig_43367,1
contig_3606,1
contig_36772,1
contig_44989,1
contig_24191,9
contig_28748,1
contig_32428,1
contig_22589,7
contig_20094,2
contig_29058,4
contig_1784,9
contig_42786,6
contig_74591,4
contig_49124,4
contig_55828,5
contig_23015,4
contig_39370,7
contig_75453,9
contig_16589,8
contig_28642,7
contig_6305,4
contig_6488,3
contig_4510,10
contig_46546,1
contig_21028,1
contig_3963,5
contig_37622,2
contig_9441,3
contig_3860,7
contig_73207,14
contig_50858,5
contig_575,4
contig_40342,6
contig_28555,5
contig_34903,5
contig_39175,3
contig_3849,2
contig_276,1
contig_52256,7
contig_63015,8
contig_23260,11
contig_38746,5
contig_68417,5
contig_25322,6
contig_46078,2
contig_3595,5
contig_34303,1
contig_27554,3
contig_6985,4
contig_60807,10
contig_30445,4
contig_13498,3
contig_27131,3
contig_32635,6
contig_12821,4
contig_26253,3
contig_42121,14
contig_15359,2
contig_16474,2
contig_44840,1
contig_21969,5
contig_50579,25
contig_8891,8
contig_10771,4
contig_34817,14
contig_44985,4
contig_15398,1
contig_73030,2
contig_55878,2
contig_27283,8
contig_53340,1
contig_12462,5
contig_52756,7
contig_44622,8
contig_4813,1
contig_34447,4
contig_24964,4
contig_66541,4
contig_9866,4
contig_16260,6
contig_1232,4
contig_38402,6
contig_40609,12
contig_7312,3
contig_13871,1
contig_5798,8
contig_25782,2
contig_19212,3
contig_2515,4
contig_4304,7
contig_32463,1
contig_50416,3
contig_7915,1
contig_55024,1
contig_53415,4
contig_48602,5
contig_42009,1
