chrom,V1
scaffold_20433,3
contig_20438,14
contig_8726,13
contig_9742,5
contig_23619,10
contig_34879,4
contig_5764,10
contig_13204,3
contig_43369,9
contig_19536,7
contig_20049,5
contig_1659,3
contig_12759,1
contig_2674,6
contig_6020,5
contig_4017,8
contig_18594,1
contig_28523,11
contig_39841,1
contig_3176,6
contig_25751,13
contig_28530,7
contig_29535,2
contig_45685,2
contig_3685,7
contig_24456,5
contig_7417,10
contig_5496,11
contig_1947,8
contig_8980,7
contig_9577,6
contig_27345,8
contig_11147,4
contig_11484,3
contig_10013,12
contig_8171,2
contig_48283,5
contig_21807,5
contig_25479,13
contig_4570,7
contig_2451,3
contig_1588,16
contig_24352,12
contig_7586,4
contig_31929,27
contig_3276,1
contig_9073,5
scaffold_24325,3
contig_25658,10
contig_18547,7
contig_32692,3
contig_5115,12
contig_14657,4
contig_30174,1
contig_25165,15
contig_17230,15
contig_6297,8
contig_3785,19
contig_22250,10
contig_577,9
contig_4633,6
contig_24691,13
contig_5957,17
contig_35912,9
contig_21168,3
contig_36876,13
contig_22155,2
contig_1031,3
contig_11169,3
contig_18947,4
contig_21764,3
contig_44668,2
contig_10842,5
contig_4420,5
contig_34893,19
contig_3206,5
contig_34888,14
contig_17835,1
contig_5848,1
contig_57372,16
contig_8319,1
contig_24569,10
contig_16200,23
contig_22084,2
scaffold_19580,7
contig_8747,6
contig_11988,11
contig_26711,7
contig_2737,14
contig_15944,1
contig_5700,1
contig_28796,9
contig_39932,23
contig_7689,5
contig_4678,9
contig_2388,8
contig_4906,5
contig_1327,1
contig_35719,4
contig_5589,2
contig_1221,8
contig_10135,16
contig_32868,2
contig_25478,5
contig_24470,3
contig_47515,8
contig_1589,4
contig_23677,12
contig_35177,16
contig_1315,1
contig_2881,13
contig_3212,11
contig_18544,1
contig_14076,3
contig_23546,17
contig_4243,7
contig_2440,8
contig_17716,5
contig_60467,14
contig_1921,30
contig_3355,7
contig_28657,7
contig_22221,2
contig_27410,15
contig_6520,3
contig_1362,4
contig_250,1
contig_11675,1
contig_41994,9
contig_21057,5
contig_37118,5
contig_34850,11
contig_170,2
contig_21688,4
contig_21237,21
contig_53223,5
contig_12410,6
contig_3847,3
contig_15967,8
contig_278,15
contig_36697,7
contig_10281,12
contig_40936,6
contig_30944,15
contig_4380,14
contig_19263,23
contig_29942,14
contig_28572,8
contig_8900,9
contig_2667,17
contig_1961,5
contig_24942,19
contig_2107,10
contig_23557,2
contig_101,2
contig_17610,7
contig_24152,8
contig_2720,7
contig_47798,8
contig_21563,11
contig_5191,1
contig_5087,8
contig_21140,1
contig_14732,8
contig_14206,7
contig_15137,2
contig_35863,3
contig_21265,19
contig_5553,7
contig_25338,2
contig_19406,4
contig_7473,2
contig_11234,1
contig_13507,8
contig_26986,5
contig_31919,9
contig_1593,1
contig_1103,1
contig_6130,3
contig_28853,16
contig_8068,7
contig_19024,6
contig_21621,19
contig_6789,3
contig_15975,7
contig_10289,17
contig_14824,10
contig_19770,21
contig_8884,4
contig_2518,2
contig_7411,3
contig_5837,5
contig_33106,2
contig_3959,2
contig_81,1
contig_1320,5
contig_21613,12
contig_43878,10
contig_6931,22
contig_10818,7
contig_7875,3
contig_22101,9
contig_23208,9
scaffold_2084,7
contig_3029,3
contig_28724,3
contig_6761,3
contig_2192,12
contig_11986,4
contig_5002,2
contig_25049,5
contig_15947,14
contig_22737,2
contig_23278,14
contig_26757,17
contig_54218,1
contig_9003,1
contig_23158,1
contig_5796,9
contig_24666,9
contig_38652,3
contig_26522,16
contig_9064,11
contig_9941,19
contig_13282,6
contig_6452,7
contig_4355,9
scaffold_43207,11
contig_3666,18
contig_24330,4
contig_4456,2
contig_33678,2
contig_8329,6
contig_5472,3
contig_26666,3
contig_6344,5
contig_48563,29
contig_27275,5
contig_16112,3
contig_1696,7
contig_21192,14
contig_26754,3
contig_26831,7
contig_26791,8
contig_27251,24
contig_435,6
contig_9632,4
contig_33710,2
contig_70272,17
contig_5256,29
contig_7401,2
contig_10904,4
contig_12687,12
contig_8471,2
contig_911,11
contig_19853,2
contig_5156,14
contig_25221,16
contig_40849,9
scaffold_28166,4
contig_21042,9
scaffold_975,1
contig_3168,3
contig_20553,4
contig_4961,3
contig_14687,2
contig_32612,8
contig_20454,6
contig_12126,8
contig_32107,7
contig_5383,12
contig_21328,16
contig_4507,11
contig_22743,6
contig_5258,16
contig_9563,1
contig_27561,17
contig_22605,3
contig_26510,2
contig_11991,9
contig_24597,6
contig_21026,13
contig_6099,15
contig_25182,21
contig_33444,3
contig_22646,8
contig_5763,21
contig_7704,11
contig_21317,1
contig_18900,1
contig_56997,12
contig_11635,11
contig_4297,9
contig_21636,6
contig_27248,3
contig_1336,4
contig_14015,7
contig_32731,1
contig_1167,4
contig_26097,6
contig_33862,11
contig_2648,3
contig_1835,9
contig_15228,2
contig_6224,1
contig_23223,11
contig_7648,4
contig_10854,3
contig_54607,15
contig_12212,1
contig_32584,3
contig_7102,3
scaffold_27616,15
contig_14962,13
contig_2640,13
contig_33639,28
contig_23572,5
contig_3776,2
contig_300,9
contig_18520,8
contig_2338,12
contig_39350,1
contig_22900,4
contig_5666,1
contig_22696,8
contig_28394,3
contig_28388,20
contig_24754,5
contig_2077,2
contig_38285,18
contig_14781,12
contig_3133,3
contig_21359,2
contig_22137,3
contig_14977,13
contig_1476,3
contig_12515,1
contig_12884,16
contig_3914,14
contig_8749,5
contig_35868,15
contig_27359,10
contig_34614,11
contig_1839,3
contig_23399,2
contig_10925,17
contig_48450,19
contig_2282,7
contig_17928,3
contig_19388,5
contig_5457,2
contig_27479,18
contig_12845,13
contig_3095,4
contig_5151,12
contig_9754,1
contig_27794,6
contig_802,3
contig_16469,6
contig_141,4
contig_24363,5
contig_5751,5
contig_2012,18
contig_3831,7
contig_26993,4
contig_21629,5
contig_41421,5
contig_16500,5
contig_33335,2
contig_50309,17
contig_5410,6
contig_3829,1
contig_27698,6
contig_22731,2
contig_25091,3
contig_46723,6
contig_14273,9
contig_15587,6
contig_35972,6
contig_15035,8
contig_3353,1
contig_24565,7
contig_799,14
contig_1890,4
contig_23827,11
contig_40892,7
contig_26656,15
contig_31093,7
contig_6796,8
contig_21982,19
contig_9944,6
contig_585,25
contig_5203,2
contig_33967,9
contig_7684,3
contig_32654,4
contig_211,11
contig_2001,21
contig_11701,2
contig_9622,20
contig_21370,7
contig_25032,1
contig_935,1
scaffold_20263,2
contig_30372,12
contig_28804,6
contig_670,4
contig_3060,2
contig_3119,3
contig_752,1
contig_5777,6
contig_47289,11
contig_25756,5
contig_2036,1
contig_14237,24
contig_2678,4
contig_12006,10
contig_7726,18
contig_33704,2
contig_20355,4
contig_40358,7
contig_11591,5
contig_3897,3
contig_28632,11
contig_37008,5
contig_16956,14
contig_22692,16
contig_27086,2
contig_31730,9
contig_877,2
scaffold_51286,5
contig_27288,1
contig_1544,2
contig_33747,7
contig_19281,5
contig_35446,2
contig_5883,12
contig_1578,5
contig_4791,8
contig_16626,2
contig_41231,3
contig_4515,10
contig_30980,6
contig_6865,6
contig_31979,3
contig_18315,1
contig_20110,8
contig_24818,4
contig_40736,12
contig_25405,13
contig_5281,10
contig_3253,1
contig_19784,8
contig_1797,11
contig_26162,6
contig_21385,6
contig_9,4
contig_21643,7
contig_4687,3
contig_2498,1
contig_4762,1
contig_10087,17
contig_37883,6
contig_10375,2
contig_27865,12
contig_4411,6
contig_1311,8
contig_19914,1
contig_2021,14
contig_5075,17
contig_4493,7
contig_22399,6
contig_20044,3
contig_12370,5
contig_24550,4
contig_8006,11
contig_29787,7
contig_748,14
contig_4004,15
contig_22988,2
contig_18139,2
contig_11600,8
contig_29799,15
contig_6896,3
contig_3035,7
contig_5535,4
contig_6718,4
contig_3169,14
contig_2778,14
contig_23640,29
contig_27025,3
contig_9925,3
contig_3715,11
contig_3656,2
contig_10822,9
contig_56231,5
contig_28428,21
contig_7556,10
contig_51585,2
contig_24629,8
contig_16240,2
contig_31011,1
contig_5031,23
contig_3730,1
contig_3173,2
contig_17142,4
contig_3139,16
contig_29970,2
contig_28707,4
contig_74649,11
contig_33972,8
contig_38499,14
contig_3264,18
contig_25725,1
contig_3865,34
contig_8193,8
contig_56257,3
contig_14479,9
contig_27009,8
contig_1875,16
contig_28607,17
scaffold_5121,6
contig_18481,5
contig_34074,4
contig_32730,6
contig_29211,9
contig_32505,18
contig_27982,6
contig_52800,11
contig_17206,12
contig_45889,7
contig_1680,1
contig_3995,1
contig_20989,1
contig_9327,10
contig_5365,17
contig_6288,5
contig_288,6
contig_28947,14
contig_10694,33
contig_32441,1
contig_25959,8
contig_27181,1
contig_17115,23
contig_2641,7
contig_8896,3
contig_4982,3
contig_25047,7
contig_456,1
contig_1448,3
contig_1449,9
contig_24315,7
contig_5626,7
contig_4956,4
contig_2697,1
contig_45517,6
contig_1664,6
contig_2039,11
contig_15274,8
scaffold_44473,1
contig_8285,9
contig_3064,3
contig_4376,30
contig_31967,17
scaffold_36818,4
contig_3178,20
contig_514,2
contig_19272,6
contig_24814,12
contig_8553,4
contig_255,9
contig_32863,8
contig_5299,1
contig_395,1
contig_1540,1
contig_55529,15
contig_22061,8
contig_3228,7
contig_39053,9
contig_1401,1
contig_23979,4
contig_3511,1
contig_21410,4
contig_5500,9
contig_987,6
contig_30309,14
contig_95,13
contig_8567,4
contig_27443,4
contig_32906,2
contig_24663,9
contig_23550,9
contig_4962,9
contig_4346,9
contig_91,43
contig_26332,9
contig_31828,4
contig_33653,10
contig_20667,1
contig_5275,5
contig_9850,8
contig_8038,9
scaffold_36046,5
contig_31902,4
contig_5902,10
contig_2662,1
contig_28293,1
contig_110,4
contig_1035,6
contig_86,5
contig_18432,12
contig_40152,12
contig_28871,7
contig_708,4
contig_20350,2
contig_6242,2
contig_25797,10
contig_15015,9
contig_36027,18
contig_14720,1
contig_4401,8
contig_5924,2
contig_16241,12
contig_34619,8
scaffold_44577,3
contig_41927,12
contig_2413,13
contig_4050,17
contig_39760,11
contig_46687,5
contig_22190,4
contig_16988,14
contig_6136,6
contig_17883,3
contig_297,8
contig_339,7
contig_7228,2
contig_2412,6
contig_11647,18
contig_19421,7
contig_17373,3
contig_30527,2
contig_12591,2
contig_48600,3
contig_32574,13
contig_30053,5
contig_32156,14
contig_29780,8
contig_1358,2
contig_14433,5
contig_6403,18
contig_32819,5
contig_21999,10
contig_38809,6
contig_49559,8
contig_26911,12
contig_19763,1
contig_25333,1
contig_3582,17
contig_21824,5
contig_21455,1
contig_5166,3
contig_3474,3
contig_25855,13
contig_27502,4
contig_28189,4
contig_23553,7
contig_14679,15
contig_25352,5
contig_38635,4
contig_30336,4
contig_24232,19
contig_5489,1
contig_12201,1
contig_21987,6
contig_17789,2
contig_45615,2
contig_16833,3
contig_66,4
contig_34081,5
contig_11377,9
contig_4069,18
contig_5185,14
contig_1716,1
contig_23328,3
contig_21329,1
contig_39624,10
contig_25109,3
contig_43037,1
contig_32652,1
contig_2998,6
contig_7355,7
contig_16331,12
contig_5911,6
contig_5724,3
contig_7003,7
contig_26381,1
contig_4137,6
contig_13270,4
contig_29354,16
contig_6842,4
contig_24373,2
contig_27925,1
contig_14923,6
contig_9966,2
contig_26955,2
contig_13035,8
contig_4971,2
contig_1165,5
contig_25659,1
contig_28355,12
contig_34906,6
contig_43651,14
contig_35889,2
contig_24654,7
contig_960,6
contig_28915,14
contig_2909,17
contig_3960,18
contig_18935,1
contig_16625,2
contig_27379,3
contig_15728,4
contig_19462,14
contig_25257,3
contig_39422,9
contig_8509,5
contig_11810,17
contig_3613,2
contig_52168,6
contig_35934,1
contig_39343,3
contig_49132,10
contig_54603,3
contig_8368,1
contig_22097,10
contig_132,7
scaffold_4322,1
contig_8624,11
contig_6426,21
contig_26778,12
contig_33265,1
contig_19180,4
contig_3807,3
contig_30484,7
contig_10776,1
contig_5032,5
contig_49628,2
contig_41596,9
contig_4274,2
contig_1793,8
contig_20217,18
contig_23139,5
contig_1182,4
contig_965,6
contig_29434,6
contig_1433,3
contig_60593,2
contig_16912,20
contig_2319,11
contig_3319,4
contig_27906,11
contig_25889,6
contig_3792,19
contig_32540,21
contig_168,10
contig_1043,2
contig_30044,1
contig_35785,1
contig_1464,7
contig_41578,4
contig_20735,7
contig_45419,2
contig_29006,8
contig_7222,8
contig_292,11
contig_14788,4
contig_44711,8
contig_2743,6
contig_1739,12
contig_2225,16
contig_19619,5
scaffold_30985,6
contig_44998,4
contig_33054,22
contig_29937,4
contig_6383,3
contig_24866,3
contig_8915,10
contig_31465,9
contig_29428,14
contig_3347,1
contig_10823,6
contig_23762,12
contig_14131,9
contig_40946,4
contig_2775,7
contig_21278,10
contig_2188,6
contig_18693,3
contig_18612,2
contig_37981,4
contig_23122,4
contig_30870,8
contig_15349,1
contig_22373,18
contig_10603,4
contig_558,9
contig_36889,3
contig_49640,3
contig_1759,11
contig_45137,5
contig_42568,2
contig_37467,11
contig_20512,18
contig_31671,9
contig_36860,2
contig_17982,7
contig_4314,4
contig_25887,6
contig_3007,4
scaffold_5934,9
contig_25223,1
contig_3295,1
contig_17553,3
contig_24789,3
contig_9036,4
contig_12306,1
contig_17945,4
contig_26940,1
contig_11662,4
contig_8603,7
contig_42398,3
contig_21146,2
contig_3779,2
contig_20360,4
contig_3686,1
scaffold_18082,6
contig_5035,4
contig_5153,1
contig_6660,4
contig_4702,12
contig_2535,4
contig_24526,7
contig_25281,18
contig_3016,10
contig_11688,3
contig_29828,1
contig_2879,1
contig_2420,13
contig_35961,12
contig_21161,15
contig_43321,7
contig_2633,16
contig_46499,3
contig_5952,1
contig_26185,2
contig_6095,9
contig_1782,23
contig_4021,9
contig_69334,3
contig_25750,15
contig_5824,2
contig_20159,10
contig_5987,3
contig_54176,18
contig_6943,7
contig_55160,1
contig_19687,10
contig_373,8
contig_226,9
contig_41958,16
contig_20104,1
contig_11120,4
contig_34795,3
contig_3163,6
contig_689,7
contig_25304,7
contig_22518,3
contig_3563,12
contig_24624,2
contig_3364,9
contig_1522,5
contig_1872,19
contig_9899,1
contig_1367,16
contig_4932,8
contig_34969,2
contig_69528,9
contig_44,1
contig_35573,13
contig_10661,2
contig_5683,5
contig_7218,6
contig_26899,4
contig_37433,1
contig_1779,3
contig_3237,3
contig_5538,10
contig_1128,3
contig_24548,19
contig_5393,11
contig_41390,3
contig_27377,9
contig_24838,5
contig_3087,19
contig_52760,12
contig_20704,5
contig_16414,4
contig_3802,2
contig_20271,2
contig_10182,9
contig_19149,13
contig_57295,15
contig_14179,13
contig_4152,8
contig_37911,7
contig_27611,3
contig_31429,8
contig_32922,12
contig_22067,6
contig_30021,6
contig_39831,14
contig_43980,5
contig_31709,8
contig_33086,5
contig_11417,2
contig_23931,9
contig_17075,4
contig_24999,8
contig_20590,2
contig_29801,6
contig_3372,1
contig_26604,2
contig_26708,3
contig_47001,6
contig_30767,10
contig_3072,9
contig_1409,4
contig_31700,12
contig_3484,4
contig_11652,6
contig_65885,2
contig_32680,6
contig_8415,12
contig_27720,9
contig_24278,7
contig_41191,21
contig_2163,3
contig_23757,3
contig_2201,11
contig_17418,4
contig_2504,6
contig_33644,37
contig_5263,9
contig_24927,2
contig_7531,3
contig_7121,1
contig_1924,9
contig_37005,7
contig_22099,7
contig_6249,7
contig_4818,5
contig_35216,2
contig_26942,7
contig_14431,4
contig_23732,14
contig_7619,2
contig_338,3
contig_29351,15
contig_14590,13
contig_19236,11
contig_25556,11
contig_32204,20
contig_16190,5
contig_52828,6
contig_23943,1
contig_2092,7
contig_21442,4
contig_23426,1
contig_24217,10
contig_25883,2
contig_19246,9
contig_34662,14
contig_22766,12
contig_40751,2
contig_1851,5
contig_30923,5
contig_35501,17
contig_19339,1
contig_5802,2
contig_716,2
contig_1058,8
contig_3171,1
contig_26272,6
contig_19661,6
contig_14569,4
contig_38231,8
contig_890,2
contig_22102,12
contig_10979,7
contig_14665,8
contig_31047,4
contig_3180,4
contig_7341,10
contig_27427,2
contig_31349,1
contig_60726,3
contig_7160,6
contig_12292,12
scaffold_34759,3
contig_4895,5
contig_5336,2
contig_538,6
contig_18493,5
contig_2044,3
contig_14925,6
contig_22591,4
contig_4247,4
contig_15698,5
contig_19443,5
contig_12912,1
contig_5348,5
contig_16613,8
contig_27080,2
contig_28188,5
contig_2280,1
contig_3854,5
contig_6991,9
contig_33808,2
contig_24477,21
contig_24873,9
contig_1818,10
contig_10782,9
contig_36807,9
contig_17315,1
contig_9740,8
contig_38448,1
contig_6175,4
contig_6703,6
contig_542,1
contig_67643,3
contig_10947,2
contig_12892,7
contig_23751,3
contig_14090,4
contig_30476,9
contig_25470,4
contig_25120,6
contig_8208,19
contig_2635,15
contig_11143,7
contig_26822,2
contig_43859,9
contig_23410,6
contig_20933,12
contig_8032,11
contig_75905,2
contig_39959,4
contig_23216,5
contig_38404,9
contig_6411,6
contig_21222,2
contig_2149,8
contig_42245,4
contig_25552,1
contig_3931,3
contig_1853,3
contig_2074,8
contig_15566,4
contig_1400,11
contig_33677,2
contig_2634,4
contig_51066,14
contig_29118,13
contig_7685,3
contig_23210,3
contig_54680,26
contig_9561,8
contig_16316,6
contig_28036,12
contig_24761,2
contig_9281,11
contig_37893,9
contig_46770,4
contig_46571,6
contig_38960,7
contig_3750,1
contig_21393,1
contig_8894,1
contig_28446,7
contig_12391,3
contig_24187,1
contig_4872,8
contig_30839,8
contig_5312,11
contig_3954,9
contig_20685,1
contig_27580,11
contig_23609,3
contig_8535,5
contig_26569,5
contig_7015,5
contig_896,1
contig_3740,1
contig_36220,3
contig_16780,9
contig_2314,4
scaffold_40093,4
contig_21376,5
contig_59087,4
contig_1051,2
contig_23372,25
contig_1024,12
contig_30613,11
contig_1308,6
contig_23699,4
contig_231,12
contig_14039,4
contig_2030,9
contig_19931,2
contig_33725,2
contig_6608,7
contig_15668,2
contig_69382,3
contig_26637,6
contig_10392,2
contig_26670,7
contig_2547,4
contig_17405,6
contig_21697,1
contig_8579,4
contig_1720,3
contig_3268,1
contig_59449,15
contig_40327,5
contig_14973,8
contig_208,7
contig_13823,2
contig_15545,4
contig_10364,4
contig_33551,9
contig_56145,1
contig_63058,3
contig_8458,3
contig_6082,14
contig_979,8
contig_26285,3
contig_5971,5
contig_5966,3
contig_32329,8
contig_19548,3
contig_26213,5
contig_17189,7
contig_24434,2
contig_21582,1
contig_77132,15
contig_16261,4
contig_23434,1
contig_32193,2
contig_25075,2
contig_42892,7
contig_40767,2
contig_2182,2
contig_21160,11
scaffold_50943,2
contig_13793,6
contig_46013,13
contig_4178,8
contig_21462,2
contig_31105,8
contig_44869,15
contig_1830,2
contig_23656,10
contig_36050,3
contig_14972,9
contig_30028,15
contig_46844,4
contig_20087,4
contig_4716,1
contig_30014,1
contig_839,7
contig_25761,10
contig_24268,15
contig_12786,3
contig_40225,1
contig_3647,15
contig_28581,4
contig_46504,1
contig_24572,4
scaffold_7433,2
contig_20211,9
contig_21085,7
contig_5338,5
contig_42839,5
contig_44641,2
contig_16347,17
contig_26342,1
contig_7186,5
contig_23556,9
contig_9912,3
contig_26053,7
contig_3746,10
contig_5935,3
contig_31296,10
contig_27018,2
contig_47797,6
contig_12798,3
contig_11637,2
contig_4170,1
contig_22327,1
contig_14933,7
contig_7736,8
contig_52122,3
contig_4378,6
contig_2324,7
contig_31166,6
contig_24426,5
contig_5286,10
contig_22922,15
contig_5578,1
contig_52169,4
contig_27158,2
contig_21444,8
contig_24758,4
contig_7333,9
contig_33061,6
contig_43509,16
contig_9718,1
contig_8196,5
contig_29141,2
contig_30759,13
contig_36331,3
contig_44598,9
contig_1920,22
contig_46148,10
contig_16409,1
contig_31643,11
contig_3138,7
contig_6791,2
contig_34733,23
contig_5591,5
contig_17963,21
contig_16607,17
contig_6382,7
contig_26148,4
contig_19626,7
contig_52717,7
contig_5679,6
contig_22131,3
contig_4073,8
contig_22929,3
contig_13937,5
contig_4252,8
contig_26478,3
contig_21843,7
contig_14106,4
contig_47058,3
contig_28876,15
scaffold_22768,8
contig_30646,1
contig_34828,14
contig_38333,4
contig_13063,9
contig_6749,12
contig_31576,4
contig_925,4
contig_51177,5
contig_11364,2
contig_23461,8
contig_6854,18
contig_26523,1
contig_9541,7
contig_29959,17
contig_21476,4
contig_18473,1
contig_4240,2
contig_28842,2
contig_19571,15
contig_36370,13
contig_31693,11
contig_30459,12
contig_1029,1
contig_26676,4
contig_3894,4
contig_27747,7
contig_1753,2
contig_22145,10
contig_808,7
contig_10201,6
contig_1241,4
scaffold_12021,2
contig_35116,7
contig_31165,3
contig_972,7
contig_30708,2
contig_3380,9
contig_22342,3
contig_18008,1
contig_9772,4
contig_34970,1
contig_23041,2
contig_25825,2
contig_5302,3
contig_23783,8
contig_8496,20
contig_2839,6
contig_8438,2
contig_12966,1
contig_32270,2
contig_6354,10
contig_41609,5
contig_13811,1
contig_29577,1
contig_3821,8
contig_19377,2
contig_3773,15
contig_1546,3
contig_3891,8
contig_45764,15
contig_9296,1
contig_3712,5
contig_34770,11
contig_7182,1
contig_21938,7
contig_27055,11
contig_4377,10
contig_19061,1
contig_1791,21
contig_28985,6
contig_4630,1
contig_16111,9
contig_11972,4
contig_6214,4
contig_32950,3
contig_2312,4
contig_12257,2
contig_15897,5
contig_31623,4
contig_29044,12
contig_14699,2
contig_21968,12
contig_7367,2
contig_33124,3
contig_31058,4
contig_24509,5
contig_21489,2
contig_49999,9
contig_602,4
contig_50611,7
contig_13161,2
contig_32046,1
contig_29987,4
contig_23040,7
contig_26961,3
contig_37945,7
contig_3005,8
contig_3303,3
contig_11790,7
contig_22259,3
contig_4210,3
contig_39207,7
scaffold_661,1
contig_36780,4
contig_11546,5
contig_42017,4
contig_34390,4
contig_24794,10
contig_27811,7
contig_26195,11
contig_4125,2
contig_35535,6
contig_23578,9
contig_28975,6
contig_24206,6
contig_813,1
contig_7642,5
contig_49207,4
contig_22942,3
contig_33807,2
contig_18763,8
contig_25296,6
contig_2626,1
contig_46850,11
contig_9001,4
contig_12328,5
contig_30832,17
contig_16703,9
contig_49620,5
contig_6897,14
contig_16114,3
contig_34357,8
contig_24487,11
contig_42426,12
contig_35673,15
contig_4269,11
contig_8397,1
contig_3006,4
contig_5107,1
contig_56976,3
contig_14058,1
contig_23865,2
contig_51840,7
contig_41549,2
contig_28344,8
contig_24485,2
contig_5096,4
contig_5942,2
contig_46728,5
contig_19625,17
contig_14428,4
contig_34846,5
contig_3156,6
contig_5568,8
contig_757,8
contig_43753,1
contig_6649,8
contig_40860,1
contig_41193,2
contig_8255,3
contig_40084,5
contig_14035,3
contig_313,12
contig_7133,17
contig_35713,1
contig_442,1
contig_15235,4
contig_23602,7
contig_48514,13
contig_1866,4
contig_4315,4
contig_11503,9
contig_23763,3
contig_18307,1
contig_55100,9
contig_30600,3
contig_36644,10
contig_40287,2
contig_1810,3
contig_5485,16
contig_174,2
contig_32791,9
contig_13603,1
contig_37373,6
contig_27472,4
contig_31604,2
contig_38219,10
contig_11223,4
contig_18527,4
contig_12673,4
scaffold_1078,10
contig_6039,4
contig_26344,6
contig_28069,11
contig_25169,8
contig_31814,9
contig_15680,4
contig_21637,7
contig_35433,5
contig_51902,6
contig_16357,4
contig_15506,18
contig_22419,14
contig_22368,5
contig_26046,2
contig_25539,4
contig_6633,6
contig_40307,2
contig_28937,2
contig_4375,6
contig_3742,2
contig_22060,5
contig_9363,1
contig_4127,5
contig_6644,5
scaffold_10256,5
contig_4164,2
contig_29135,6
contig_24497,6
contig_28809,5
contig_34287,1
contig_19098,9
contig_46410,12
contig_37489,7
contig_20162,4
contig_14821,13
contig_6724,2
contig_46592,7
contig_7959,10
contig_6803,9
contig_24805,8
contig_49475,8
contig_30660,8
contig_31302,8
contig_20479,1
contig_3034,4
contig_5301,1
contig_34404,2
contig_31265,15
contig_66651,4
contig_18388,4
contig_19964,8
contig_5468,5
contig_18578,8
contig_26966,3
contig_13721,8
contig_821,3
contig_29315,3
contig_22538,19
contig_16668,1
contig_4318,8
contig_3958,2
contig_33308,2
contig_45895,4
contig_21052,1
contig_3497,2
contig_6788,6
contig_24720,4
contig_23558,5
contig_31755,2
contig_18642,9
contig_3725,21
contig_44901,9
contig_24408,11
contig_5925,8
contig_36344,9
contig_40293,3
contig_18688,2
contig_29825,4
contig_651,8
contig_6741,2
contig_10213,5
contig_15933,19
contig_8022,11
contig_2245,1
contig_21618,12
contig_21711,5
contig_2999,3
contig_2382,18
contig_7983,13
contig_40701,1
contig_77475,3
contig_10309,7
contig_49500,8
contig_45112,2
contig_3472,6
contig_34786,7
contig_36916,3
contig_32236,7
contig_50017,6
contig_34308,4
contig_19916,8
contig_41488,4
contig_30277,2
contig_2514,2
contig_23249,1
scaffold_20125,15
contig_10729,11
contig_30967,7
contig_5095,1
contig_26411,5
contig_30813,9
contig_23999,5
contig_31104,12
contig_1488,16
contig_634,2
contig_31385,9
contig_9800,7
contig_6042,13
contig_9759,1
contig_20804,1
contig_35209,9
contig_20363,9
contig_44588,7
contig_2433,6
contig_28598,1
contig_28200,7
contig_5531,1
contig_18442,8
contig_42062,4
contig_19258,2
contig_47143,6
contig_578,9
contig_27482,1
contig_33303,3
contig_37735,1
contig_26322,6
contig_13324,7
contig_30951,2
contig_13143,4
contig_31712,8
contig_9077,3
contig_324,4
contig_3818,8
contig_3335,6
contig_22050,17
contig_33476,10
contig_38694,4
contig_39502,7
contig_61392,12
contig_10477,4
contig_29839,3
contig_14856,12
contig_761,3
contig_24705,6
contig_41822,12
contig_5633,5
contig_42732,1
contig_43794,8
contig_37049,10
contig_12216,9
contig_23247,5
contig_58552,3
contig_9370,3
contig_32947,9
contig_50979,2
contig_33570,10
contig_35317,3
contig_39046,3
contig_39160,5
contig_34745,5
contig_2269,9
contig_21866,6
contig_43448,9
contig_41247,11
contig_38268,2
contig_11015,7
contig_3745,8
contig_12217,1
contig_26635,8
contig_37406,8
contig_7146,4
contig_494,1
scaffold_8958,7
contig_10416,3
contig_33119,6
contig_30823,11
contig_4957,1
contig_3620,1
contig_26428,1
contig_24414,2
contig_9038,1
contig_42616,5
contig_9739,14
contig_6260,5
contig_9137,7
contig_4988,5
contig_30006,5
contig_27264,1
contig_26350,2
contig_7836,4
contig_19302,1
contig_22051,3
contig_7575,2
contig_7320,1
contig_205,6
contig_11824,3
contig_6992,11
contig_4555,2
contig_44624,3
contig_5398,1
contig_38031,7
contig_27385,3
contig_7932,4
contig_17717,4
contig_20849,1
contig_20157,4
contig_3614,2
contig_13047,3
contig_20259,14
contig_50471,12
contig_18136,16
contig_20662,4
contig_37219,3
contig_664,3
contig_25894,12
contig_33915,4
contig_54639,2
contig_7696,5
contig_23741,3
contig_30015,8
contig_29151,1
scaffold_16898,3
contig_8145,1
contig_38474,2
contig_1521,3
contig_51176,15
contig_39258,10
contig_20337,5
contig_46650,6
contig_34898,6
contig_38155,5
scaffold_38612,13
contig_24616,7
contig_3282,5
scaffold_2102,6
contig_11269,1
contig_30348,6
contig_18123,5
contig_46175,11
contig_35917,5
contig_23860,1
contig_48320,6
contig_7334,4
contig_27340,7
contig_27973,4
contig_10071,1
contig_232,7
contig_6014,18
contig_22477,6
contig_33870,5
contig_42486,2
contig_36095,4
contig_6330,4
contig_17578,3
contig_14326,6
contig_28678,1
contig_20483,1
contig_12866,9
contig_33277,7
scaffold_33309,2
contig_36160,1
contig_3229,3
contig_5098,5
contig_20816,10
contig_2749,1
contig_28404,5
contig_40116,6
contig_3123,8
contig_14502,5
contig_23607,10
contig_53730,9
contig_13594,19
contig_29621,6
contig_30562,8
contig_46068,4
contig_1248,15
contig_4781,1
contig_31196,4
contig_29056,6
contig_11830,6
contig_14297,7
contig_36381,10
contig_38020,4
contig_65996,1
contig_24307,2
contig_31001,2
contig_15268,8
contig_3273,3
contig_41063,18
